City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,la passe,45.5549,-0.8967,14.1,80,91,3.58,FR,1725947530
366,dzuunmod,48.2199,97.3744,12.76,25,0,3.11,MN,1725947890
367,freeport,40.6576,-73.5832,20.54,70,100,5.14,US,1725947544
368,egletons,45.4034,2.0507,9.64,97,81,0.98,FR,1725947891
369,levelland,33.5873,-102.378,18.22,50,0,4.08,US,1725947818
370,robertsport,6.7533,-11.3686,23.69,90,100,1.85,LR,1725947891
371,toliara,-23.35,43.6667,26.17,57,1,6.22,MG,1725947891
372,aitape,-3.1374,142.3475,28.79,73,47,2.39,PG,1725947891
373,bandundu,-3.3167,17.3667,26.82,69,30,1.48,CD,1725947891
374,kudahuvadhoo,2.6708,72.8944,28.48,73,35,3.8,MV,1725947892
375,suntar,62.1444,117.6319,13.66,64,59,2.29,RU,1725947555
376,quang ngai,15.1167,108.8,34.14,53,100,3.66,VN,1725947892
377,owando,-0.4819,15.8999,24.17,90,40,0.68,CG,1725947892
378,ponnani,10.767,75.9252,27.32,84,97,4.98,IN,1725947892
379,arkhangel'sk,64.5401,40.5433,15.06,77,20,1.0,RU,1725947892
380,serenje,-13.2325,30.2352,23.19,35,6,6.31,ZM,1725947892
381,esmeraldas,-19.7625,-44.3139,15.54,57,0,1.95,BR,1725947892
382,jabat,7.75,168.9751,25.67,92,100,4.96,MH,1725947893
383,cooma,-36.2333,149.1333,20.03,29,0,3.45,AU,1725947893
384,ararat,39.8317,44.7049,27.02,35,67,3.69,AM,1725947893
385,tazacorte,28.629,-17.9293,22.54,76,100,5.66,ES,1725947536
386,ilabaya,-17.4208,-70.5133,19.93,36,100,0.5,PE,1725947893
387,hithadhoo,-0.6,73.0833,28.33,71,0,2.99,MV,1725947551
388,saipan,15.1355,145.701,31.39,74,20,10.29,MP,1725947535
389,kununurra,-15.7667,128.7333,36.99,20,42,6.69,AU,1725947576
390,san matias,-16.3667,-58.4,25.58,21,2,0.06,BO,1725947894
391,altamont,42.2068,-121.7372,16.91,60,0,3.6,US,1725947894
392,isla vista,34.4133,-119.861,31.83,34,0,3.03,US,1725947894
393,salinas,36.6777,-121.6555,16.29,87,100,2.06,US,1725947894
394,porteirinha,-15.7433,-43.0283,16.76,70,0,2.8,BR,1725947894
395,piton saint-leu,-21.2196,55.3151,24.06,61,20,8.75,RE,1725947894
396,mitu,1.1983,-70.1733,22.71,88,43,1.05,CO,1725947894
397,caleta de carquin,-11.0925,-77.6267,16.07,88,15,3.14,PE,1725947532
398,qaqortoq,60.7167,-46.0333,5.45,67,94,0.96,GL,1725947546
399,mugia,43.1041,-9.2179,16.62,77,76,7.63,ES,1725947895
400,hwange,-18.3693,26.5019,24.49,41,2,4.42,ZW,1725947895
401,dabakala,8.3667,-4.4333,21.26,97,27,1.36,CI,1725947895
402,dudinka,69.4058,86.1778,2.69,88,100,7.63,RU,1725947535
403,tromso,69.6496,18.957,18.01,48,0,5.14,NO,1725947895
404,chenaran,36.6455,59.1212,18.72,18,0,3.14,IR,1725947895
405,kolonia town,6.964,158.206,30.0,79,100,2.57,FM,1725947896
406,altania,-23.8744,-53.9017,23.14,35,93,3.25,BR,1725947801
407,youkounkoun,12.5333,-13.1333,22.19,97,100,1.51,GN,1725947896
408,carutapera,-1.195,-46.02,25.72,78,17,4.41,BR,1725947896
409,tiquipaya,-17.3382,-66.2189,14.4,38,64,3.09,BO,1725947896
410,tadine,-21.55,167.8833,21.9,70,10,6.42,NC,1725947544
411,cudillero,43.5622,-6.1459,17.34,83,100,1.03,ES,1725947896
412,severobaykal'sk,55.65,109.3167,8.52,61,69,3.56,RU,1725947897
413,valley city,46.9233,-98.0032,20.13,50,65,4.92,US,1725947897
414,rajgarh,28.6333,75.3833,34.55,45,2,0.62,IN,1725947897
415,piti village,13.4626,144.6933,29.06,88,100,10.34,GU,1725947591
416,puerto aysen,-45.4,-72.7,3.41,99,100,1.72,CL,1725947897
417,zayed city,24.3768,54.589,34.08,73,20,2.57,AE,1725947897
418,boke,10.9409,-14.2967,22.7,98,100,1.37,GN,1725947897
419,villa angela,-27.5738,-60.7153,20.66,63,27,2.8,AR,1725947686
420,biltine,14.5333,20.9167,27.91,60,91,1.4,TD,1725947898
421,longgang,37.6508,120.3286,23.35,79,91,9.42,CN,1725947898
422,lycksele,64.5954,18.6735,14.93,72,20,4.63,SE,1725947898
423,embi,48.8264,58.1442,25.0,33,51,2.54,KZ,1725947898
424,martil,35.6166,-5.2752,20.98,68,0,3.6,MA,1725947899
425,mastic beach,40.7668,-72.8521,19.49,79,0,2.06,US,1725947899
426,suixi,33.8907,116.7747,33.6,55,17,3.94,CN,1725947899
427,katabu,-4.9333,122.5167,33.34,33,12,2.98,ID,1725947899
428,vallegrande,-18.4897,-64.1069,12.79,60,91,1.63,BO,1725947899
429,santa cruz,-17.8,-63.1667,24.7,78,94,2.57,BO,1725947738
430,kralendijk,12.15,-68.2667,29.0,81,100,7.53,BQ,1725947533
431,nouadhibou,20.931,-17.0347,22.33,86,100,5.58,MR,1725947597
432,marsabit,2.3284,37.9899,19.4,64,51,9.07,KE,1725947900
433,vernon,50.2581,-119.2691,16.74,55,77,3.09,CA,1725947900
434,moree,-29.4667,149.85,24.8,24,0,3.12,AU,1725947900
435,awjilah,29.1081,21.2869,30.17,33,26,3.12,LY,1725947900
436,chibougamau,49.9168,-74.3659,5.79,100,100,3.6,CA,1725947900
437,letterkenny,54.95,-7.7333,8.65,82,88,5.34,IE,1725947900
438,north bend,43.4065,-124.2243,15.13,94,100,6.69,US,1725947900
439,el colomo,19.05,-104.25,23.47,96,100,2.44,MX,1725947901
440,antalaha,-14.9003,50.2788,25.33,64,96,3.71,MG,1725947595
441,hamilton,39.1834,-84.5333,15.47,72,0,1.54,US,1725947357
442,capri,40.5507,14.2426,23.22,83,40,2.06,IT,1725947901
443,covington,39.0837,-84.5086,15.13,74,0,0.0,US,1725947901
444,itagi,-14.1628,-40.0061,18.6,99,92,0.95,BR,1725947901
445,saldanha,-33.0117,17.9442,10.03,64,0,5.16,ZA,1725947901
446,kargil,34.5667,76.1,12.56,29,2,1.27,IN,1725947901
447,labytnangi,66.6572,66.4183,15.31,73,54,4.51,RU,1725947902
448,ryotsu-minato,38.0833,138.4333,29.25,65,2,1.37,JP,1725947902
449,gillette,44.2911,-105.5022,18.3,38,0,3.09,US,1725947902
450,coquimbo,-29.9533,-71.3436,12.21,78,0,2.57,CL,1725947902
451,pitimbu,-7.4706,-34.8086,23.87,78,52,6.45,BR,1725947902
452,lisala,2.15,21.5167,22.58,95,45,0.71,CD,1725947902
453,santa elena de uairen,4.6167,-61.1333,21.25,71,91,1.6,VE,1725947565
454,tando muhammad khan,25.123,68.5358,32.27,56,11,6.72,PK,1725947903
455,lander,42.833,-108.7307,22.45,17,0,7.2,US,1725947903
456,bereznik,62.8551,42.7072,17.39,61,73,2.33,RU,1725947903
457,ar ruways,24.1103,52.7306,37.17,36,3,3.35,AE,1725947903
458,trinity beach,-16.7888,145.6968,27.94,57,40,9.26,AU,1725947903
459,jumla,29.2747,82.1838,22.82,51,3,2.66,NP,1725947554
460,tortoli,39.9256,9.6572,23.41,60,0,12.35,IT,1725947903
461,guozhen,34.3659,107.359,28.81,39,65,1.8,CN,1725947583
462,sokcho,38.2083,128.5911,30.34,66,20,3.09,KR,1725947904
463,champasak,14.75,106.0,31.11,68,100,1.1,LA,1725947904
464,freetown,8.484,-13.2299,23.85,89,100,0.66,SL,1725947578
465,harper,4.375,-7.7169,24.21,87,100,2.32,LR,1725947904
466,port lincoln,-34.7333,135.8667,16.74,57,100,1.75,AU,1725947540
467,nar'yan-mar,67.6713,53.087,17.71,68,10,5.67,RU,1725947541
468,benghazi,32.1167,20.0667,27.9,72,34,6.43,LY,1725947904
469,celica,-4.1167,-79.95,13.32,76,3,0.87,EC,1725947905
470,dawson creek,55.7666,-120.2362,10.8,66,0,3.09,CA,1725947905
471,dryden,49.7833,-92.7503,18.16,82,20,3.6,CA,1725947905
472,rio de janeiro,-22.9028,-43.2075,22.98,83,0,1.54,BR,1725947838
473,mili,6.0815,171.735,26.84,85,100,3.32,MH,1725947905
474,gafsa,34.425,8.7842,23.12,64,20,4.63,TN,1725947905
475,vila velha,-20.3297,-40.2925,21.97,89,20,2.57,BR,1725947405
476,tosontsengel,48.7567,98.2839,14.34,28,1,5.84,MN,1725947906
477,pemalang,-6.9,109.3667,31.39,56,55,3.34,ID,1725947906
478,makarska,43.2969,17.0178,20.78,70,85,5.81,HR,1725947906
479,brooks,50.5834,-111.8851,13.99,44,81,4.63,CA,1725947906
480,oum hadjer,13.2954,19.6966,25.88,74,100,2.77,TD,1725947584
481,huarmey,-10.0681,-78.1522,16.67,89,28,3.73,PE,1725947906
482,carloforte,39.145,8.3058,23.57,67,1,13.91,IT,1725947906
483,persembe,41.0656,37.7714,24.73,68,19,0.79,TR,1725947906
484,wasaga beach,44.5168,-80.0164,11.72,94,0,1.47,CA,1725947907
485,centralia,46.7162,-122.9543,15.11,94,0,0.0,US,1725947676
486,peniche,39.3558,-9.3811,17.34,95,0,6.48,PT,1725947907
487,funafuti,-8.5243,179.1942,28.0,94,75,5.14,TV,1725947907
488,haiku-pauwela,20.9219,-156.3051,25.01,75,20,3.6,US,1725947556
489,asbe teferi,9.0833,40.8667,20.29,71,51,2.15,ET,1725947907
490,troitsko-pechorsk,62.7084,56.1964,17.88,67,18,2.59,RU,1725947907
491,mansehra,34.3333,73.2,28.26,42,0,1.2,PK,1725947907
492,usinsk,65.9939,57.5281,16.87,68,41,6.11,RU,1725947908
493,magdagachi,53.45,125.8,11.33,67,100,7.11,RU,1725947908
494,manado,1.487,124.8455,32.43,66,40,2.06,ID,1725947908
495,gombi,10.1614,12.7399,21.65,94,94,1.56,NG,1725947908
496,puerto colombia,10.9878,-74.9547,29.05,84,100,3.39,CO,1725947908
497,sidi bouzid,35.0382,9.4849,22.34,56,24,3.72,TN,1725947908
498,kayangel,8.0823,134.7173,29.38,74,46,4.7,PW,1725947533
499,concepcion del oro,24.6333,-101.4167,14.83,53,100,1.34,MX,1725947909
500,taroa,8.7058,171.2275,26.92,84,100,4.64,MH,1725947909
501,villa ojo de agua,-29.5,-63.6938,18.05,55,65,3.52,AR,1725947909
502,kidal,18.4411,1.4078,30.61,44,27,3.13,ML,1725947588
503,zele,51.067,4.0349,12.8,93,66,4.72,BE,1725947909
504,la rioja,42.25,-2.5,11.88,89,57,1.61,ES,1725947337
505,puerto santa,-8.9906,-78.6456,15.88,92,24,3.69,PE,1725947909
506,sinabang,2.4803,96.3801,30.7,63,74,1.59,ID,1725947909
507,wardha,20.75,78.6167,24.2,95,100,7.12,IN,1725947660
508,san felipe,10.3399,-68.7425,23.0,86,90,2.2,VE,1725947910
509,al jawf,29.5,38.75,28.59,35,0,2.81,SA,1725947541
510,manokwari,-0.8667,134.0833,28.94,72,100,4.38,ID,1725947910
511,faya-largeau,17.9257,19.1043,34.15,29,11,2.14,TD,1725947910
512,palikir - national government center,6.9248,158.1611,29.41,79,100,2.57,FM,1725947539
513,sogndal,61.2283,7.1003,10.21,76,75,5.66,NO,1725947911
514,kiunga,-6.1219,141.2906,28.31,64,91,1.55,PG,1725947911
515,sao joao do paraiso,-15.3136,-42.0144,14.64,96,0,2.33,BR,1725947911
516,hafnarfjordur,64.0671,-21.9377,4.93,65,75,12.86,IS,1725947911
517,geraldton,-28.7667,114.6,21.23,68,0,8.75,AU,1725947558
518,santander,43.4647,-3.8044,18.03,85,75,1.54,ES,1725947912
519,mata-utu,-13.2816,-176.1745,26.97,85,15,8.18,WF,1725947912
520,malango,-2.9627,119.9001,28.74,47,51,2.49,ID,1725947526
521,tracy,37.7397,-121.4252,22.83,63,2,0.45,US,1725947912
522,east ballina,-28.8667,153.5833,21.08,65,67,5.12,AU,1725947566
523,guadalajara,20.6667,-103.3333,18.57,68,100,0.83,MX,1725947717
524,talagutong,6.2644,125.6678,27.72,82,100,1.24,PH,1725947912
525,luderitz,-26.6481,15.1594,12.69,64,1,3.8,NA,1725947543
526,viesite,56.3475,25.5551,15.58,47,100,4.77,LV,1725947913
527,cafayate,-26.073,-65.9761,16.96,43,41,1.4,AR,1725947913
528,khanty-mansiysk,61.0042,69.0019,13.06,54,0,3.0,RU,1725947913
529,kencong,-8.2833,113.3667,29.74,60,6,4.7,ID,1725947913
530,pak chong,14.708,101.4161,31.01,73,86,5.29,TH,1725947913
531,novofedorivka,46.1713,32.3178,21.93,70,48,2.22,UA,1725947914
532,burgersdorp,-30.9977,26.3286,5.72,67,0,1.48,ZA,1725947914
533,port macquarie,-31.4333,152.9167,20.6,61,0,0.45,AU,1725947323
534,vieste,41.8825,16.175,23.7,74,67,7.26,IT,1725947914
535,mount pearl,47.5166,-52.7813,15.64,89,100,5.14,CA,1725947495
536,nizhneangarsk,55.7833,109.55,8.29,59,70,4.63,RU,1725947559
537,fort mcmurray,56.7268,-111.381,11.77,76,100,6.69,CA,1725947914
538,pisco,-13.7,-76.2167,16.03,88,75,1.54,PE,1725947914
539,bosobolo,4.1833,19.9,23.35,92,61,1.3,CD,1725947915
540,rukungiri,-0.8411,29.9419,22.07,58,68,0.55,UG,1725947915
541,ghadamis,30.1337,9.5007,28.4,61,2,3.41,LY,1725947915
542,walvis bay,-22.9575,14.5053,11.56,81,0,1.1,NA,1725947915
543,yelizovo,53.1873,158.3805,18.08,45,20,5.0,RU,1725947915
544,saynshand,44.8824,110.1163,20.86,17,0,3.54,MN,1725947916
545,okhotsk,59.3833,143.3,11.27,79,100,14.3,RU,1725947533
546,mabai,23.0128,104.4508,19.34,90,100,1.7,CN,1725947916
547,dolores,-36.3132,-57.6792,12.43,93,99,4.67,AR,1725947588
548,miri,4.4148,114.0089,33.08,66,40,3.6,MY,1725947917
549,satipo,-11.2522,-74.6386,22.72,60,33,1.3,PE,1725947917
550,karatas,36.582,35.3701,28.24,64,0,2.28,TR,1725947917
551,cedar falls,42.5278,-92.4455,15.7,80,25,1.34,US,1725947896
552,ain sukhna,29.6002,32.3167,28.11,53,0,1.71,EG,1725947917
553,labrador city,52.9463,-66.9114,7.95,86,100,4.92,CA,1725947917
554,polygyros,40.3744,23.4383,19.81,64,100,1.6,GR,1725947917
555,karymskoye,51.6167,114.35,18.8,34,23,7.34,RU,1725947917
556,palmer,42.1584,-72.3287,15.29,86,100,0.0,US,1725947917
557,revda,56.801,59.9303,18.29,65,73,1.52,RU,1725947918
558,puerto armuelles,8.2833,-82.8667,23.94,91,100,2.24,PA,1725947560
559,santa ana,33.7456,-117.8678,29.95,39,75,2.57,US,1725947918
560,necochea,-38.5473,-58.7368,7.75,78,34,2.61,AR,1725947816
561,vila franca do campo,37.7167,-25.4333,21.23,99,49,2.96,PT,1725947603
562,wagga wagga,-35.1167,147.3667,19.48,48,0,0.45,AU,1725947918
563,lata,40.1629,-8.3327,10.95,96,2,0.8,PT,1725947545
564,nanping,26.645,118.1736,34.15,49,30,1.84,CN,1725947919
565,taro,-8.3862,115.28,28.68,55,55,2.01,ID,1725947546
566,tres arroyos,-38.3739,-60.2798,7.43,83,39,3.49,AR,1725947919
567,coyhaique,-45.5752,-72.0662,1.5,97,95,2.46,CL,1725947919
568,ziro,27.6333,93.8333,25.01,64,100,1.51,IN,1725947919
569,dauphin,51.1494,-100.0502,25.08,57,75,7.2,CA,1725947920
570,shingu,33.7333,135.9833,29.27,73,31,2.56,JP,1725947920
571,yashkul',46.1711,45.3435,25.19,40,95,9.44,RU,1725947920
572,tolanaro,-25.0319,46.9987,23.04,88,20,6.17,MG,1725947589
573,valle de la pascua,9.2155,-66.0073,23.5,89,56,0.52,VE,1725947920
574,altamira,-3.2033,-52.2064,26.62,65,100,3.31,BR,1725947920
575,guiuan,11.0333,125.7247,29.65,72,79,5.02,PH,1725947569
576,miandrivazo,-19.5167,45.4667,29.86,47,0,0.41,MG,1725947920
577,neyriz,29.1988,54.3278,28.18,14,0,3.07,IR,1725947920
578,luganville,-15.5333,167.1667,25.1,78,41,5.23,VU,1725947921
579,sinop,41.7711,34.8709,24.24,55,27,3.59,TR,1725947682
580,malvan,16.0667,73.4667,28.01,82,100,6.09,IN,1725947585
581,kirakira,-10.4544,161.9205,26.88,80,44,6.22,SB,1725947567
582,aripuana,-9.1667,-60.6333,25.28,36,6,0.84,BR,1725947921
583,uryv-pokrovka,51.1159,39.1639,20.82,45,100,6.36,RU,1725947921
584,fortuna,40.5982,-124.1573,14.64,96,100,0.0,US,1725947531
585,tanout,14.9709,8.8879,30.18,43,61,2.19,NE,1725947922
586,motomachi,43.8228,144.1044,27.01,54,75,7.72,JP,1725947922
587,hami,42.8,93.45,27.51,9,0,1.28,CN,1725947922
588,uturoa,-16.7333,-151.4333,25.26,76,17,9.09,PF,1725947556
589,andorra,42.5,1.5,9.87,70,4,3.98,AD,1725947922
590,am timan,11.0297,20.2827,23.86,86,99,0.93,TD,1725947922
591,ghanzi,-21.5667,21.7833,21.42,20,0,2.28,BW,1725947567
592,magistral'nyy,56.1725,107.4458,8.48,46,76,5.41,RU,1725947923
593,mana,5.6592,-53.7767,24.33,88,71,3.78,GF,1725947923
